DGNu = [[1, 1.01038, 1.01603, 1.01638, 1.0163, 1, 1.01186, 1.01579, 1.01605, 1, 1.01144, 1.0152, 1, 1.00946, 1, ],
[1.01811, 1.01779, 1.0172, 1.01661, 1.0163, 1.01781, 1.0173, 1.01672, 1.01637, 1.01675, 1.01607, 1.01603, 1.01031, 1.01037, 1, ],
[1, 1.00947, 1.0152, 1.01605, 1.0163, 1.00917, 1.01451, 1.01558, 1.01603, 1.01442, 1.01505, 1.01551, 1.01472, 1.015, 1.01473, ],
[1.01701, 1.01688, 1.01665, 1.01643, 1.0163, 1.01721, 1.01708, 1.01687, 1.01661, 1.01755, 1.01746, 1.0172, 1.01795, 1.01779, 1.01811, ],
[1, 1.01129, 1.01769, 1.01815, 1.01811, 1, 1.01294, 1.01746, 1.01781, 1, 1.01248, 1.01675, 1, 1.01031, 1, ],
[1.01473, 1.015, 1.01551, 1.01603, 1.0163, 1.01487, 1.01524, 1.01575, 1.01618, 1.01507, 1.01547, 1.01587, 1.01532, 1.0156, 1.01546, ],
[1, 1.00917, 1.01442, 1.01473, 1.01473, 1, 1.01052, 1.01424, 1.01444, 1, 1.01016, 1.01371, 1, 1.00839, 1, ],
[1.01546, 1.0156, 1.01587, 1.01618, 1.0163, 1.01573, 1.01598, 1.01626, 1.01644, 1.01623, 1.01649, 1.01665, 1.01676, 1.01688, 1.01701, ],
[1.01811, 1.01822, 1.01841, 1.01862, 1.01876, 1.01795, 1.01799, 1.01819, 1.01845, 1.01755, 1.01763, 1.01788, 1.01721, 1.01732, 1.01701, ],
[1, 1.01181, 1.0188, 1.01995, 1.02022, 1.01129, 1.01788, 1.01932, 1.01987, 1.01769, 1.0186, 1.01916, 1.01815, 1.01847, 1.01811, ],
[1.01546, 1.01521, 1.01475, 1.0143, 1.01406, 1.01533, 1.01496, 1.0145, 1.01418, 1.01507, 1.01473, 1.01439, 1.01487, 1.01462, 1.01473, ],
[1.01473, 1.01452, 1.01406, 1.01365, 1.01342, 1.01444, 1.01405, 1.0136, 1.01331, 1.01371, 1.01312, 1.0131, 1.00839, 1.00827, 1, ],
[1.01546, 1.01573, 1.01623, 1.01676, 1.01701, 1.01558, 1.01596, 1.01646, 1.01688, 1.01577, 1.01615, 1.01655, 1.01598, 1.01625, 1.01609, ],
[1.01811, 1.01847, 1.01916, 1.01987, 1.02022, 1.01822, 1.01873, 1.01943, 1.02001, 1.01841, 1.01892, 1.01948, 1.01862, 1.01901, 1.01876, ],
[1.01876, 1.01855, 1.01813, 1.01773, 1.01751, 1.01845, 1.01808, 1.01767, 1.01743, 1.01788, 1.01752, 1.01726, 1.01732, 1.01712, 1.01701, ],
[1, 1.01289, 1.0198, 1.02036, 1.02022, 1, 1.01474, 1.01954, 1.01995, 1, 1.01423, 1.0188, 1, 1.01181, 1, ],
[1.01482, 1.01469, 1.01445, 1.01421, 1.01406, 1.01495, 1.01479, 1.01456, 1.0143, 1.01514, 1.01501, 1.01475, 1.01538, 1.01521, 1.01546, ],
[1.01406, 1.01394, 1.0137, 1.01349, 1.01342, 1.01418, 1.01404, 1.01383, 1.01365, 1.01439, 1.01427, 1.01406, 1.01462, 1.01452, 1.01473, ],
[1, 1.00827, 1.01309, 1.01331, 1.01342, 1, 1.00953, 1.01294, 1.01309, 1, 1.00924, 1.01247, 1, 1.00766, 1, ],
[1.01701, 1.01712, 1.01726, 1.01744, 1.01751, 1.01688, 1.01691, 1.01708, 1.01726, 1.01655, 1.01661, 1.01679, 1.01625, 1.01633, 1.01609, ],
[1.01482, 1.01494, 1.01514, 1.01538, 1.01546, 1.01504, 1.01524, 1.01546, 1.01558, 1.01545, 1.01566, 1.01577, 1.01587, 1.01598, 1.01609, ],
[1.02022, 1.02031, 1.02037, 1.02051, 1.02056, 1.02, 1.01996, 1.02007, 1.02023, 1.01948, 1.01947, 1.01964, 1.01901, 1.01906, 1.01875, ],
[1.01924, 1.01894, 1.01836, 1.01781, 1.01751, 1.01916, 1.01873, 1.01817, 1.01773, 1.01899, 1.01857, 1.01813, 1.01884, 1.01855, 1.01876, ],
[1, 1.01006, 1.01894, 1.02131, 1.02178, 1.01289, 1.01909, 1.02095, 1.02157, 1.0198, 1.02058, 1.02115, 1.02036, 1.02059, 1.02022, ],
