DGNu = [[1.00001, 1.00976, 1.01474, 1.01522, 1.01503, 1.00001, 1.01112, 1.01456, 1.01493, 1.00001, 1.01076, 1.01405, 1.00001, 1.00897, 1.00001, ],
[1.01656, 1.01631, 1.01582, 1.0153, 1.01503, 1.0164, 1.01594, 1.01547, 1.01522, 1.01536, 1.01478, 1.01474, 1.00969, 1.00976, 1.00001, ],
[1.00001, 1.00897, 1.01405, 1.01493, 1.01504, 1.00871, 1.01345, 1.01451, 1.01482, 1.01337, 1.01407, 1.01437, 1.01382, 1.01392, 1.01369, ],
[1.01572, 1.01561, 1.01541, 1.01522, 1.01503, 1.0159, 1.01577, 1.01559, 1.0153, 1.01616, 1.01608, 1.01582, 1.0165, 1.01631, 1.01656, ],
[1.00001, 1.01054, 1.01613, 1.01671, 1.01656, 1.00001, 1.01204, 1.01595, 1.0164, 1.00001, 1.01165, 1.01536, 1.00001, 1.00969, 1.00001, ],
[1.01369, 1.01392, 1.01437, 1.01482, 1.01504, 1.01387, 1.0142, 1.01464, 1.01501, 1.01406, 1.01441, 1.01475, 1.01429, 1.01453, 1.01439, ],
[1.00001, 1.00871, 1.01337, 1.01382, 1.01369, 1.00001, 1.00995, 1.01324, 1.01355, 1.00001, 1.00964, 1.01278, 1.00001, 1.00801, 1, ],
[1.0144, 1.01453, 1.01475, 1.01501, 1.01503, 1.01464, 1.01485, 1.01508, 1.01522, 1.01506, 1.01528, 1.01541, 1.01552, 1.01561, 1.01572, ],
[1.01656, 1.01671, 1.01689, 1.01708, 1.01719, 1.01649, 1.01654, 1.01672, 1.01695, 1.01616, 1.01624, 1.01647, 1.0159, 1.01598, 1.01572, ],
[1.00001, 1.011, 1.01707, 1.01821, 1.01832, 1.01054, 1.01629, 1.01765, 1.01803, 1.01613, 1.01704, 1.01744, 1.0167, 1.01687, 1.01656, ],
[1.0144, 1.0142, 1.01379, 1.0134, 1.01319, 1.01429, 1.01397, 1.01358, 1.01329, 1.01406, 1.01377, 1.01347, 1.01387, 1.01365, 1.01369, ],
[1.01369, 1.01353, 1.01313, 1.01277, 1.01256, 1.01355, 1.01318, 1.0128, 1.01256, 1.01278, 1.01227, 1.01224, 1.00801, 1.00791, 1.00001, ],
[1.0144, 1.01464, 1.01506, 1.01552, 1.01572, 1.01452, 1.01485, 1.01527, 1.01562, 1.01469, 1.01502, 1.01536, 1.01489, 1.01512, 1.01499, ],
[1.01656, 1.01687, 1.01744, 1.01803, 1.01832, 1.01671, 1.01715, 1.01774, 1.01822, 1.01689, 1.01732, 1.01779, 1.01708, 1.01741, 1.01719, ],
[1.01719, 1.01704, 1.0167, 1.01638, 1.0162, 1.01695, 1.01664, 1.01632, 1.01613, 1.01647, 1.01617, 1.01596, 1.01598, 1.01583, 1.01572, ],
[1.00001, 1.01194, 1.01788, 1.01857, 1.01831, 1.00001, 1.01358, 1.01769, 1.01821, 1.00001, 1.01315, 1.01707, 1.00001, 1.011, 1.00001, ],
[1.01387, 1.01376, 1.01354, 1.01332, 1.01319, 1.01399, 1.01384, 1.01363, 1.0134, 1.01415, 1.01403, 1.01379, 1.01434, 1.0142, 1.0144, ],
[1.01319, 1.01308, 1.01287, 1.01268, 1.01256, 1.01329, 1.01317, 1.01297, 1.01277, 1.01347, 1.01336, 1.01313, 1.01365, 1.01353, 1.01369, ],
[1.00001, 1.00791, 1.01224, 1.01255, 1.01255, 1.00001, 1.00908, 1.01215, 1.01235, 1.00001, 1.00881, 1.01175, 1.00001, 1.00736, 1.00001, ],
[1.01573, 1.01583, 1.01596, 1.01613, 1.0162, 1.01562, 1.01567, 1.01582, 1.01599, 1.01536, 1.01542, 1.01559, 1.01512, 1.0152, 1.01499, ],
[1.01387, 1.01399, 1.01415, 1.01434, 1.0144, 1.01407, 1.01424, 1.01442, 1.01452, 1.01443, 1.0146, 1.01469, 1.01479, 1.01489, 1.01499, ],
[1.01831, 1.01848, 1.01854, 1.01868, 1.01872, 1.01822, 1.01819, 1.01831, 1.01844, 1.01779, 1.0178, 1.01794, 1.01741, 1.01745, 1.01719, ],
[1.01767, 1.01741, 1.01693, 1.01646, 1.0162, 1.0176, 1.01723, 1.01675, 1.01638, 1.01743, 1.01707, 1.0167, 1.01728, 1.01704, 1.01719, ],
[1.00001, 1.00938, 1.01716, 1.01922, 1.01964, 1.01193, 1.0173, 1.01891, 1.01951, 1.01788, 1.01867, 1.01921, 1.01857, 1.01868, 1.01831, ],
[1.01388, 1.01374, 1.01346, 1.01318, 1.01302, 1.01376, 1.01354, 1.01327, 1.01309, 1.01354, 1.01332, 1.01313, 1.01333, 1.01321, 1.01319, ],
[1.0122, 1.0123, 1.01238, 1.01253, 1.01255, 1.01238, 1.01251, 1.01262, 1.01268, 1.01271, 1.01282, 1.01287, 1.01302, 1.01308, 1.01319, ],
[1.01256, 1.01244, 1.01211, 1.01172, 1.01149, 1.01236, 1.01209, 1.01184, 1.01173, 1.01175, 1.01154, 1.01154, 1.00737, 1.00828, 1.00001, ],
[1.01499, 1.0152, 1.01559, 1.01599, 1.0162, 1.01508, 1.01537, 1.01577, 1.01609, 1.01525, 1.01555, 1.01586, 1.01542, 1.01563, 1.01551, ],
[1.01433, 1.01427, 1.01412, 1.01397, 1.01387, 1.01446, 1.01439, 1.01423, 1.01407, 1.01467, 1.01459, 1.01443, 1.01488, 1.01479, 1.01499, ],
[1.01991, 1.01972, 1.01933, 1.01895, 1.01872, 1.01972, 1.01933, 1.01892, 1.01868, 1.01918, 1.01883, 1.01854, 1.01864, 1.01848, 1.01831, ],
[1.01719, 1.01745, 1.01794, 1.01844, 1.01872, 1.01728, 1.01764, 1.01814, 1.01855, 1.01743, 1.01779, 1.01821, 1.0176, 1.01786, 1.01767, ],
[1.01679, 1.01669, 1.0165, 1.01631, 1.0162, 1.01695, 1.01686, 1.01666, 1.01646, 1.01723, 1.01714, 1.01693, 1.01753, 1.01741, 1.01767, ],
[1, 1.01012, 1.01793, 1.01954, 1.01964, 1.00001, 1.01192, 1.01803, 1.01922, 1.00001, 1.01155, 1.01716, 1.00001, 1.00937, 1.00001, ],
[1.01831, 1.01868, 1.01921, 1.01951, 1.01964, 1.01864, 1.01911, 1.01965, 1.01997, 1.01918, 1.0196, 1.01998, 1.01972, 1.02, 1.01991, ],
[1.01325, 1.01325, 1.01316, 1.01311, 1.01302, 1.01337, 1.01337, 1.01329, 1.01318, 1.01358, 1.01356, 1.01345, 1.01379, 1.01374, 1.01388, ],
[1.01319, 1.01321, 1.01313, 1.01308, 1.01301, 1.01302, 1.01295, 1.01289, 1.01291, 1.01271, 1.01263, 1.01262, 1.01238, 1.01238, 1.0122, ],
[1.0122, 1.0121, 1.01191, 1.0117, 1.01149, 1.0123, 1.01216, 1.01194, 1.01172, 1.01238, 1.01226, 1.01211, 1.01253, 1.01244, 1.01256, ],
